danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,02VBYrHfVwfEWXk5DXyf0T,242096,4
0.474,0.473,2,-11.454,1,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,4uCbetXW9LStYPUjCpBVp9,199267,4
0.802,0.649,6,-6.656,1,0.241,0.676,8.87e-05,0.182,0.65,127.951,6RLK5Lu1uAQHk20UIKgdpj,183453,4
0.301,0.309,4,-19.155,0,0.042,0.524,0.0758,0.129,0.384,75.165,2zbV4xRYLuElz4PWOXI5P7,233573,4
0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,3xVZYkcuWalGudeKl861wb,197443,4
0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,5P11rW6aJErF37MTfRZS31,155507,4
0.669,0.816,11,-10.759,0,0.0336,0.396,0.0383,0.162,0.881,120.39,6PFsub5iIJwrBb8qBRqmiV,303573,4
0.865,0.939,9,-6.339,0,0.0888,0.134,0.0,0.641,0.835,114.6,792UwI6utk5DMQUT1KXa5E,228440,4
0.335,0.422,5,-15.172,0,0.0519,0.716,4.03e-05,0.0455,0.553,97.66,0u2CGItUO2jYEiFaXD7n5S,291760,4
0.739,0.523,5,-10.462,0,0.0303,0.37,0.194,0.177,0.826,113.939,1yeIxOEFmpQ3qlOb2R3g2m,413773,4
0.653,0.652,7,-9.304,0,0.0427,0.13,1.58e-05,0.202,0.846,115.388,3MFa9idQuY4iJLWsZl3tIQ,248360,4
0.422,0.803,5,-6.014,0,0.069,0.645,1.12e-06,0.108,0.608,175.188,3kj7p72T7mlMM9NxhhzCez,303413,4
0.558,0.439,8,-13.443,1,0.0281,0.369,1.78e-05,0.161,0.605,114.969,7l07ak5IWpISBsrUtwj4O4,166400,4
0.733,0.624,4,-9.849,1,0.0374,0.623,0.0,0.407,0.912,114.586,0sDeU2murnLh4yVHQ5IV70,154907,4
0.593,0.791,8,-8.698,0,0.068,0.175,0.0,0.0976,0.63,112.295,2vLaES21zwbX1Rnmj56Bbb,188800,4
0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,4fQMGlCawbTkH9yPPZ49kP,176333,4
0.367,0.431,5,-11.191,1,0.0576,0.758,8.89e-06,0.113,0.57,76.454,1Mq4vRRox3bcruJA75M4D9,223867,4
0.865,0.866,0,-3.479,1,0.0556,0.0839,8.61e-06,0.0378,0.667,128.0,5PsFbbn4lHu0DTO0NzUUpN,183881,4
0.7,0.903,7,-11.68,1,0.12,0.71,2.61e-06,0.23,0.853,150.224,3Rtbqd8GJNFFrUxmBxM2F3,143133,4
0.778,0.459,0,-10.299,1,0.0369,0.344,4.02e-06,0.123,0.858,123.812,6xW2Lfc6HzRHtq5BjNLWhE,146680,4
0.666,0.55,10,-8.672,1,0.0612,0.573,1.84e-06,0.122,0.961,95.552,7FXuCkl1kfxwS5icDjTwbM,141000,4
0.586,0.337,7,-13.165,1,0.0347,0.837,0.0,0.628,0.543,133.229,0fopVbPW7N5BK0sOybQCq2,251520,4
0.49,0.321,9,-13.283,1,0.0302,0.711,2.15e-06,0.0372,0.229,121.377,1UdoFJDUHWu4oWH5JlwmDP,280800,4
0.865,0.614,6,-9.983,0,0.0347,0.877,0.818,0.0817,0.862,100.436,5mBHcJ6yNXyYGLosWkuGqv,289613,4
0.724,0.601,11,-10.805,0,0.0634,0.259,0.237,0.111,0.886,113.227,6MqfTP3OwngywVTOS5OAFt,179413,4
0.276,0.215,0,-10.785,0,0.0432,0.588,0.0287,0.108,0.207,178.442,2ed9omVqzRjBQLY49waNKt,229440,3
0.723,0.565,0,-4.175,1,0.0386,0.448,0.866,0.0708,0.859,126.588,7H22uQMwKWl43uagzO4Pnn,159173,4
0.184,0.0341,4,-17.384,1,0.0424,0.982,0.837,0.138,0.0454,79.131,5GrLVq8B2RBblqWnblRfuI,257411,4
0.32,0.291,11,-12.972,1,0.0394,0.963,0.000457,0.102,0.0783,102.281,11Er3qlX9yXQjhvHkmvcBD,230933,5
0.217,0.0169,11,-34.449,1,0.043,0.866,0.157,0.282,0.0388,119.81,1tf5l5Cur6hdwoStk1f1WY,230333,4
0.0629,0.0199,5,-26.369,1,0.0425,0.957,0.906,0.0868,0.0341,65.979,03yh9cZP1s48VQIpYYEksR,249133,3
0.385,0.202,4,-15.072,1,0.036,0.75,0.783,0.112,0.233,94.99,2XcDwnB2z4Rn3yZrU2g6Mf,217133,4
0.16,0.0668,3,-18.868,1,0.0432,0.989,0.914,0.161,0.0344,141.069,1LWTtRi95RgmkjYKZt2SLZ,237960,3
0.429,0.0278,8,-28.176,1,0.0636,0.995,0.89,0.105,0.0773,112.474,5HNHj1fmffheCmpXrrWuxU,89000,4
0.288,0.0372,2,-19.215,1,0.0381,0.812,0.92,0.0789,0.167,110.899,4YSiNYOIzA7J9Q5MA69LbI,144827,3
0.246,0.0813,7,-18.185,1,0.0403,0.729,0.827,0.117,0.0772,82.633,1Z005BwAKPq5wcir6HsqPt,191373,4
0.382,0.00823,6,-30.499,1,0.0532,0.995,0.914,0.068,0.141,69.526,2xHs1Vq1ipRGY9UFSIFii9,148533,3
0.331,0.0422,4,-28.457,0,0.0311,0.973,0.922,0.0879,0.108,104.999,4aHjnw55HPz8m1dJMdOpDa,126733,4
0.384,0.0955,9,-19.427,0,0.0394,0.983,0.826,0.0889,0.0425,109.624,1Sm61cdOCoTApNbcUbKfSi,319107,4
0.155,0.0127,1,-30.538,1,0.0449,0.945,0.731,0.0991,0.0372,78.595,0lietjSXHRyMA8lOgmhh1g,188333,1
0.545,0.175,4,-17.925,0,0.0378,0.968,0.909,0.055,0.498,130.403,5EBazYAvurtvyt7oN7HQT3,170027,4
0.349,0.089,2,-15.455,1,0.0381,0.937,0.958,0.343,0.301,106.794,34nkGpSIJ3XZo4jNib2Bhz,176573,4
0.261,0.0144,6,-28.002,0,0.0448,0.993,0.932,0.0948,0.0738,75.715,2yFzk9nlTNy6qlf58atDd9,221293,1
0.368,0.323,9,-14.912,1,0.0365,0.576,0.000366,0.194,0.61,124.262,6hA7aKta39RtHioRZyYBPL,138800,4
0.396,0.277,0,-14.373,1,0.038,0.943,0.975,0.103,0.353,114.044,6CSqWnnLDdOQlrifcrSH28,100360,4
0.0749,0.108,11,-16.197,0,0.0428,0.888,0.867,0.0978,0.0372,79.944,7s2MJ9cNeAjkwEwBSISW0t,333867,3
0.12,0.112,5,-22.235,1,0.0353,0.979,0.893,0.171,0.038,85.947,1Rin4rdZC2GEy4xnItyjZA,140667,3
0.173,0.149,4,-19.694,0,0.0403,0.846,0.925,0.119,0.0901,66.443,22vCXXNRyz3CCoaRR5iEkN,173333,5
0.111,0.143,11,-17.188,0,0.0374,0.565,0.911,0.129,0.039,91.438,2T3lce2nMK5OaLNKfBxmjA,221107,1
0.107,0.15,6,-16.343,1,0.0411,0.857,0.892,0.0907,0.0372,83.942,2kko0NwDGxKad6lar78Ecw,198067,3
0.342,0.237,3,-14.332,1,0.0387,0.923,0.741,0.0915,0.334,114.313,1uAx0XLJXWlMgm1hXpmgh2,244400,4
0.38,0.114,2,-20.374,1,0.0402,0.981,0.894,0.0902,0.0709,122.0,6jGiALxw6ruqzHpiZGqviz,151040,4
0.231,0.199,6,-18.938,0,0.0476,0.84,0.61,0.0909,0.249,89.111,3a52DiJIudq0QSIZmeuqH6,157267,4
0.466,0.759,9,-12.159,0,0.0471,0.648,0.894,0.0968,0.395,84.471,6jcscx0cdW3JDR13fjQE2r,153867,4
0.277,0.241,7,-15.582,0,0.0377,0.993,0.91,0.113,0.185,80.821,3FalBWSZby96jmRd0dIXfs,242133,4
0.324,0.178,10,-13.949,1,0.0362,0.934,0.926,0.0913,0.258,68.055,1716hbZFeOMq5RE4Rhn4GG,229907,4
0.319,0.467,0,-10.88,1,0.0305,0.795,0.903,0.129,0.393,98.105,5Mw2o3JU62EGObjteBfVtx,206800,3
0.25,0.587,3,-11.227,1,0.0469,0.739,0.915,0.0932,0.206,78.059,1tri1vAwl0DXump6JlBDp6,232027,4
0.325,0.271,0,-13.388,0,0.0372,0.985,0.909,0.139,0.182,83.501,700iGb7MvzWigks9LvJVsN,189293,4
0.168,0.129,7,-24.705,1,0.0411,0.988,0.898,0.124,0.0697,128.427,6f0HswZ11C96rwy8AB9cwf,103733,3
0.254,0.171,5,-14.75,1,0.0334,0.92,0.804,0.116,0.283,82.183,25nhpZLZbHYN2j09puGy08,124067,4
0.171,0.242,7,-15.363,1,0.0382,0.616,0.912,0.224,0.0958,89.62,3TSG2ttjxpb7u48QJ29Xc8,242040,3
0.295,0.119,6,-17.42,0,0.0826,0.974,0.934,0.0771,0.354,221.716,53clYRVoci7vhpISUS6zx3,154960,4
0.24,0.0479,4,-16.953,0,0.0392,0.983,0.944,0.0649,0.0438,130.396,14KOK1FJHZNRShlNdtqri8,304000,4
0.0859,0.153,0,-20.665,1,0.0362,0.52,0.878,0.119,0.0566,168.009,2VnfYnRHJATAMs2MPTOgnd,320707,3
0.321,0.0134,1,-25.438,1,0.0437,0.995,0.909,0.0732,0.0624,64.851,29x4U47eo1dv1vPJZWJ3n5,247973,4
0.272,0.0138,1,-31.146,0,0.0417,0.995,0.925,0.145,0.0808,73.442,1ZYYBKsLhx6RTuIqW7CjzL,181027,4
0.324,0.115,8,-25.127,1,0.0518,0.991,0.932,0.13,0.187,59.099,4Yj2xfkAYPX50zIHpqqxF0,116667,3
0.122,0.115,0,-18.359,0,0.0403,0.99,0.888,0.0872,0.0652,87.577,2dZUa8bZd1wRNDQzHfQzCs,349707,3
0.0927,0.0268,2,-27.546,1,0.0483,0.99,0.94,0.0797,0.0619,165.974,1SrlpzWVkGWTxaWrAPnWxU,203573,5
0.303,0.601,4,-12.36,1,0.0464,0.943,0.936,0.22,0.545,152.059,0D1UXQaWzTUT59pEUOLXFr,205467,4
0.109,0.164,4,-18.07,0,0.0408,0.923,0.889,0.0964,0.0393,82.546,1QBy3mO8raiBEIUmW5dONk,195093,1
0.513,0.277,7,-18.703,1,0.0639,0.968,0.000573,0.131,0.746,85.724,7e8bg1Yb8iSF8sV14vfTXF,392107,4
0.259,0.0392,9,-31.945,0,0.0468,0.992,0.946,0.084,0.185,127.283,3jSmrFhH2vjULOQfXjL2Ne,200760,4
0.616,0.00846,2,-24.883,1,0.0432,0.955,0.000491,0.233,0.497,123.049,3swzJfF6vsXgG1RjS6OubC,131707,4
0.249,0.0356,0,-30.165,1,0.0484,0.994,0.866,0.118,0.756,178.377,1zWL6RLUVC15dWYQgYgw30,120000,4
0.238,0.227,2,-15.534,1,0.036,0.714,0.832,0.0837,0.29,129.392,16dXEPY4xHuWwzKYkKY4bR,233600,4
0.304,0.145,1,-16.918,1,0.0347,0.974,0.871,0.144,0.0568,83.435,4a3SpQRYLZYqPuFGBnEIfr,273667,3
0.347,0.145,7,-17.307,0,0.0323,0.939,0.814,0.118,0.44,127.063,1t3N5nODQ3fsE4tcS5sJ7I,74467,4
0.688,0.0337,11,-30.436,0,0.0335,0.963,0.896,0.0511,0.899,97.698,7toyenZyJD0vzziX1Njd5r,99467,4
0.712,0.357,11,-18.287,0,0.0794,0.861,0.0725,0.0691,0.829,113.035,23aIbj9pr5WqcqXjwVrgta,92293,4
0.459,0.394,2,-14.981,1,0.0341,0.827,0.824,0.0917,0.636,128.345,1fz5oLabw1FICPK6A9AN7o,92640,3
0.361,0.0064,8,-30.422,1,0.057,0.992,0.893,0.119,0.1,135.904,2B0cc60IvcZXmCdUlqn4Eg,202360,4
0.342,0.237,3,-14.332,1,0.0387,0.923,0.741,0.0915,0.334,114.313,4mslEBMaSgHsA7mSQin5IK,244400,4
0.0603,0.271,2,-13.163,1,0.0419,0.304,0.854,0.0854,0.178,57.221,5TQ8a8tVAgLBFEWBdbGLl9,206970,5
0.157,0.374,6,-10.344,1,0.0349,0.846,0.796,0.105,0.0987,86.613,2RxPZcvqQPR6vrcJ1KliHN,173253,4
0.201,0.435,7,-7.149,1,0.033,0.818,0.00245,0.0985,0.349,156.477,4aLcGMxwFtcZRpl7NDtNW2,245893,3
0.173,0.481,1,-9.674,1,0.0332,0.105,0.052,0.317,0.047,90.014,11o4vSYzg0ttIn7CPVs9I7,333360,4
0.253,0.327,10,-8.457,1,0.0343,0.814,2.51e-06,0.119,0.0444,71.303,4PBjokreMKhfe4yCIBu4mX,267667,4
0.548,0.582,7,-10.194,0,0.0402,0.0533,0.0096,0.102,0.305,119.658,5qlABWwod6dgDCmRAAF5J5,302800,4
0.138,0.0522,3,-23.207,1,0.0424,0.877,0.794,0.103,0.0368,72.75,3fdO51oPyJmKK9jJWJbjoj,238667,5
0.29,0.0126,4,-27.648,0,0.0592,0.987,0.943,0.0973,0.0333,117.779,4MQjH7bUOKCZlJXtAlfzDK,339733,4
0.58,0.0427,6,-32.398,0,0.0367,0.949,0.987,0.065,0.774,113.911,0BsSkXxPlc8MfYI8WdFjnB,87173,4
0.153,0.0551,9,-23.94,1,0.0412,0.96,0.788,0.117,0.157,149.959,6Gu6Y3vv5QY5VYJRSK1iCx,118093,3
0.1,0.187,4,-14.543,0,0.0386,0.882,0.912,0.112,0.0385,76.985,0jknsOFz3VvYpGKd1tDZ6z,174240,4
0.263,0.242,4,-13.788,1,0.0421,0.929,0.875,0.0863,0.0743,115.482,5zovp05GlpQL5K1uNcnJdF,190227,4
0.528,0.282,4,-16.449,0,0.0309,0.947,0.959,0.142,0.393,74.834,2d0FTEmKwZDn8zApQBpAEy,145200,4
0.163,0.0891,2,-20.255,1,0.0403,0.936,0.91,0.0689,0.0723,91.533,4H4DHd5lZDcf4Hg2o7132U,406467,3
0.395,0.0225,4,-32.612,0,0.0353,0.913,0.953,0.156,0.217,117.202,4G4ad8GZGqIi5vMAiGPeYj,134173,4
0.363,0.0479,2,-29.101,1,0.0392,0.931,0.939,0.143,0.322,126.688,51ecYUB0tiyLboRwIUd5tr,153227,4
0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,3uX11UryFh2ujpeZBWYgkv,177333,4
0.395,0.246,10,-16.601,1,0.0644,0.967,7.77e-06,0.505,0.208,110.022,49MaeQHQvaHG8CXS99kR6Q,167027,1
0.244,0.174,7,-16.742,1,0.0424,0.974,0.0485,0.105,0.0398,84.824,2NQJ7r83PSAFELsKAEIU4v,252453,4
0.172,0.189,10,-15.174,1,0.0426,0.965,0.0318,0.318,0.0386,91.619,0TRaG7uArJYTw4HdOhIrZt,473867,3
0.155,0.0406,3,-25.172,1,0.0459,0.967,0.659,0.0514,0.0387,95.738,64EU5LUFwLTBAJofEmSWvc,541640,3
0.2,0.118,1,-20.88,0,0.0401,0.982,0.837,0.0781,0.041,90.105,3M6nINXkrek2NiclyIcYoC,371120,4
0.0876,0.0548,4,-24.786,0,0.0457,0.842,0.372,0.0912,0.0366,176.691,3vVCiRHc9TR0MmlMBNa2XK,329653,1
0.28,0.287,8,-22.167,0,0.0367,0.931,0.888,0.0762,0.509,87.953,2Hnurh1BcigGbCGFOb4Uid,287987,4
0.212,0.379,7,-10.722,0,0.0299,0.439,0.728,0.113,0.0618,137.728,4lhaS75HwlptjXHcgFUnVV,582960,3
0.871,0.179,7,-21.433,1,0.18,0.985,0.941,0.114,0.311,79.988,1rqq6VjK9S3zuASLxlrbSj,193457,3
0.187,0.046,2,-22.31,1,0.0389,0.941,0.798,0.0916,0.0386,78.895,54ujv10if5MAi8z2pPNfRV,458267,4
0.231,0.0297,2,-31.544,1,0.0579,0.991,0.878,0.0742,0.07,131.413,0Dkibk70FDp6t7eOZNemNQ,203800,4
0.184,0.0953,2,-18.573,1,0.0405,0.948,0.0371,0.102,0.197,85.296,2VjV3PRfThNjqmQg2Y8g4j,244693,3
0.174,0.178,1,-18.717,0,0.0362,0.994,0.861,0.0737,0.0347,167.972,4yLSpYlcO0jPPLTa3nW8zN,278933,3
0.209,0.015,5,-31.367,1,0.0426,0.991,0.193,0.059,0.0828,76.21,1iODB7ZXCPcsNfkFQ2RLfC,244907,3
0.11,0.494,0,-13.961,1,0.049,0.000182,0.81,0.189,0.105,193.171,1775lCAbIKmmpZUxyWRp1B,108840,4
0.249,0.228,0,-15.678,1,0.0388,0.13,0.846,0.276,0.139,102.592,5umoZmJLW98rlImZulfLp5,169067,4
0.122,0.0862,9,-30.677,1,0.0367,0.8,0.901,0.108,0.0379,180.363,7adEE6HVOu1eOcGDTZXcei,110973,4
0.125,0.022,2,-28.293,0,0.0434,0.83,0.965,0.101,0.0325,66.754,74Rls3l8jhoyY7IhtggMDF,229333,3
0.167,0.181,2,-15.928,0,0.0325,0.0235,0.88,0.145,0.0504,84.915,0u2B3j4XtD8EZV7cjw0YuA,165667,4
0.116,0.246,7,-17.599,1,0.0375,9.7e-05,0.875,0.136,0.0366,85.838,0NA8uE9ctlsQYeiyGKN5LO,373160,4
0.144,0.132,10,-19.115,1,0.0333,0.946,0.779,0.115,0.0627,102.283,2TZbQZXOuR8osP2AK8yYMN,207427,3
0.188,0.182,0,-20.261,1,0.0358,0.771,0.78,0.148,0.0703,77.312,64qrAu1kvvu1uLuI8TP5XU,220907,3
0.127,0.369,5,-13.852,1,0.0392,0.524,0.905,0.165,0.192,79.541,3UqSTlEwO5spY8YL3GfQGv,175773,4
0.321,0.257,0,-13.176,1,0.0353,0.788,0.858,0.245,0.153,124.543,413hD7x5JFmi3Xhcbga7mL,364733,4
0.15,0.00401,1,-39.669,0,0.0435,0.995,0.882,0.116,0.161,174.566,4Bc2Zdlbpu9myYhOWzDFuj,302333,3
0.306,0.222,7,-12.28,0,0.033,0.825,9.11e-05,0.0967,0.213,93.982,5hV0uMeGIUtKASyf25htAo,319493,4
0.403,0.591,1,-8.126,1,0.0514,0.511,0.896,0.108,0.192,135.047,4JtvyWkWQTPVcroZf8JJkp,117395,4
0.478,0.906,0,-6.781,0,0.0419,0.0962,0.919,0.115,0.59,140.021,3GJZLvGXaVszYdSBLMtJFX,136892,4
0.427,0.968,2,-4.517,0,0.0574,0.244,0.864,0.121,0.358,79.989,3pTNVDJpzaLxiZnbC18SMX,154858,4
0.492,0.838,0,-12.135,0,0.0433,0.101,0.728,0.296,0.382,141.958,1XPaxQo89cobzDJ1H4pQqi,223427,3
0.241,0.0453,7,-22.434,0,0.0416,0.913,0.791,0.751,0.0443,129.717,2dG7rSRZ9DdOYDNb3PmmIx,188918,4
0.181,0.0187,0,-37.066,1,0.04,0.994,0.895,0.0674,0.246,95.026,1AU8s5RMGA6mzHsFn06Iaa,100760,4
0.187,0.0602,9,-25.767,0,0.0464,0.408,0.922,0.122,0.0362,68.751,22yxHt6UqZpH7tP6W4PooI,247333,4
0.157,0.119,1,-20.156,0,0.036,0.801,0.000998,0.126,0.0391,67.005,7F1yVPuJ4xRdrDvf8OL0HF,310707,3
0.0838,0.0164,0,-37.033,1,0.0504,0.8,0.942,0.0847,0.0375,168.828,4P1sbofnneFeEEASTFMEGl,170867,3
0.169,0.0316,2,-28.299,1,0.0398,0.897,0.943,0.0984,0.0351,127.212,31loMj4ZFxOedEd2bHHQjg,256733,5
0.0833,0.00524,7,-36.281,1,0.0457,0.935,0.91,0.0818,0.0361,70.329,1kLeO0H9TdEewIZdr7Zi2i,154840,4
0.297,0.0214,5,-32.398,1,0.0658,0.995,0.934,0.0652,0.132,212.349,0yIM3MDx8UTwueyoZJobsb,283227,4
0.226,0.291,7,-13.518,1,0.035,0.789,0.717,0.11,0.0984,95.337,5CbDhL45zkO7pAQEANtjYN,257267,4
0.191,0.196,2,-16.271,1,0.0402,0.781,0.375,0.111,0.06,138.388,6iNWe5a9nkRMz3NyLrDf2Y,344760,3
0.259,0.285,6,-12.502,0,0.0379,0.897,0.848,0.117,0.0573,94.124,3uLhGrizIWj0sGLCHZnuXC,292093,4
0.22,0.128,5,-18.98,0,0.0449,0.941,0.793,0.11,0.0665,115.97,2m3bog4Vp4NMSYZBIMoQZi,330867,4
0.274,0.213,11,-16.5,0,0.0384,0.843,0.886,0.573,0.061,129.274,2ji6954j5ak9EZ2KUNhuck,288920,3
0.488,0.109,7,-25.683,0,0.0417,0.945,0.929,0.124,0.164,131.766,6DhJtX2Bi9A6QuuI4eVzBl,297773,4
0.189,0.101,11,-21.533,0,0.0378,0.933,0.809,0.111,0.0786,89.115,1DP0XbYGWA782kAfi7hG3R,274587,3
0.191,0.155,7,-18.679,1,0.0438,0.838,0.887,0.111,0.038,124.347,1q9H8lsPxBwU0kpyAMRh0u,300053,4
0.145,0.127,4,-19.328,0,0.0365,0.875,0.905,0.111,0.0366,100.545,49CVghefAameLZcMWEGQJc,292187,4
0.206,0.0986,11,-19.855,0,0.0458,0.958,0.0907,0.101,0.101,76.775,1Ufx1aL6ElucMzTOVAlO9i,307413,4
0.198,0.0411,5,-25.113,1,0.0307,0.785,0.629,0.112,0.0367,86.226,7tPyN4N8a5ZqdnaiWAuW0M,283307,4
0.123,0.0632,5,-26.083,1,0.0455,0.838,0.94,0.111,0.0333,148.424,0mBDmLQGgSSrZ9L6I4REba,402973,3
0.0844,0.155,9,-16.025,0,0.0437,0.857,0.887,0.112,0.0392,58.882,789hXvEmubA1CoauyNxGRc,423640,4
0.263,0.0598,6,-28.308,0,0.0462,0.951,0.0272,0.0934,0.0579,113.317,7nqOe1wrQdfVKpTJ7rovOu,340373,4
0.137,0.0403,5,-26.473,1,0.0425,0.972,0.312,0.11,0.0676,74.259,57sySIjjwyRpWec2srE3Bw,295413,4
0.432,0.173,7,-21.031,0,0.0325,0.957,0.939,0.11,0.158,132.678,2MTFZbxS1DfoH052h20Tax,303813,4
0.262,0.134,8,-22.277,1,0.0606,0.943,0.909,0.121,0.0389,126.839,04sgMexQGd2YBe6GWGosQR,729627,4
0.295,0.408,4,-16.632,0,0.0693,0.804,0.148,0.165,0.164,150.454,54CAG8n70kKVbFV6l1zF4G,237413,3
0.0992,0.226,9,-14.84,0,0.0339,0.937,0.903,0.183,0.0605,79.518,53ann6bENp7BF8uklrzQAp,256493,4
0.0723,0.154,0,-19.6,1,0.0366,0.854,0.958,0.126,0.0524,76.73,1ZbsfRZ9TEYSuC5jUNFJQn,461387,4
0.0802,0.128,2,-14.281,1,0.0402,0.96,0.891,0.0843,0.0381,81.436,1TaFqhHJpgSuMD099JQpCi,224240,4
0.108,0.184,9,-15.38,0,0.037,0.963,0.564,0.272,0.0362,82.352,7aFNXeW1wsnYeDsepr7DoS,242253,3
0.33,0.246,3,-14.883,1,0.0361,0.969,0.834,0.151,0.199,89.251,5vkYuDSaOhR4uH4ECWtml8,136187,3
0.339,0.191,5,-12.109,1,0.0302,0.985,0.972,0.278,0.677,140.424,3TES9HCwOelADryoIAEGfp,74067,4
0.192,0.222,7,-14.844,1,0.0456,0.885,0.879,0.122,0.0395,78.879,2nqrMN0cJyiybYLfBD9h7u,252547,3
0.219,0.461,9,-10.056,1,0.0382,0.0748,0.541,0.191,0.0794,78.282,4Jw9S4kXGemW1Gewq2KYPv,218080,5
0.533,0.786,4,-6.631,0,0.0542,0.176,0.379,0.169,0.216,92.008,5wq3d59o8ZszZIR8obekUs,234227,4
0.587,0.866,2,-5.006,0,0.0332,0.216,0.878,0.0896,0.35,91.298,1ALiG3jOB2tOfKiAWscWYQ,234187,4
0.363,0.721,7,-6.245,0,0.0319,0.0831,0.852,0.0954,0.233,102.024,1FNEcAQFPNcvFSH4nSbVQw,294813,4
0.435,0.389,9,-6.931,1,0.0334,0.798,0.61,0.298,0.349,133.49,67PJogvmgH9a4exvgRLMdM,272067,4
0.341,0.542,2,-8.361,1,0.0526,0.0794,0.956,0.137,0.0635,110.097,1j9hygHMlSWI9PlopV0uqI,184747,3
0.563,0.413,9,-12.589,0,0.0268,0.0534,0.717,0.141,0.225,149.997,47vFyxAv24QxAOfdMuE3oV,291027,3
0.417,0.184,2,-11.3,1,0.037,0.574,0.859,0.137,0.296,109.459,1uC8D2peyTZAL8NjfnBj1D,291413,4
0.345,0.268,7,-11.873,1,0.0309,0.73,0.185,0.124,0.0893,92.49,0iTPptAksauBxb0FyCJcwC,158141,4
0.488,0.0629,2,-21.524,1,0.0342,0.843,0.406,0.133,0.175,104.311,644es5aYPJghtZLjM1rmSP,175040,4
0.131,0.137,2,-20.553,1,0.0387,0.934,0.485,0.087,0.0465,78.577,1ykbtFnlIjmIFnZ8j6wg6i,440800,4
0.299,0.492,5,-13.19,0,0.0544,0.36,0.905,0.202,0.0365,84.204,6HYCOHzY2xR4W2dOokH3ed,357400,4
0.0673,0.114,10,-16.828,1,0.041,0.972,0.961,0.136,0.0363,66.182,78NOjcwjSb7qSrPtKUAHiy,315791,4
0.457,0.481,2,-10.694,1,0.0271,0.842,0.796,0.0765,0.264,148.08,20W8X90pDrzqDME1cAHi53,317213,4
0.193,0.236,7,-13.717,1,0.0342,0.833,0.905,0.0765,0.099,76.918,1imELW0u5fi7wBkTOVKHWD,329973,4
0.543,0.647,2,-10.029,1,0.0282,0.146,0.783,0.0899,0.248,104.949,4nKJyNmxpmJ7YoiDbEE7fI,219680,4
0.315,0.22,9,-21.343,1,0.0514,0.987,0.943,0.0802,0.116,145.195,2agBDIr9MYDUducQPC1sFU,188787,4
0.159,0.144,4,-20.62,0,0.0413,0.958,0.871,0.116,0.11,69.679,61yMQoUOPRxcbzgUu1tru7,232347,3
0.256,0.174,7,-14.935,1,0.0345,0.978,0.907,0.0934,0.0858,70.997,64ulRmH1djeJP8cEIPpmmf,273973,1
0.266,0.163,4,-21.919,0,0.0484,0.988,0.837,0.0993,0.0763,156.327,7KRaeLuGqHJNhU3V3Vw67Z,430547,3
0.33,0.337,7,-15.787,1,0.0783,0.833,0.0184,0.285,0.2,65.02,7xRO6wrjYqdtWSqTzJssAN,384240,4
0.526,0.435,10,-9.02,0,0.0267,0.821,0.00373,0.105,0.215,84.011,7Flfpok7F35gLhDYDMZE49,344147,4
0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,6FLwmdmW77N1Pxb1aWsZmO,218547,4
0.104,0.111,1,-20.031,1,0.0517,0.979,0.926,0.11,0.039,83.933,3Knohqfb9jeYzL6wMZiWLM,229107,4
0.215,0.169,9,-17.88,1,0.0402,0.974,0.0585,0.0907,0.0547,132.925,7LAJWSKK8JMIZAcblgUMS6,257760,3
0.685,0.46,0,-11.223,1,0.0283,0.797,0.257,0.101,0.566,114.995,0Fyj9w0HVfjoxm9S8nGClt,266960,4
0.39,0.431,4,-11.647,1,0.0313,0.77,0.954,0.0772,0.682,157.63,6qNQcYitWE3mY2WDaTv6Kc,240373,3
0.23,0.159,5,-16.315,1,0.0323,0.907,0.924,0.102,0.039,70.614,0y6DSMwFO6cLKN1XB85cGV,156880,4
0.129,0.179,9,-17.081,1,0.0459,0.98,0.013,0.134,0.0735,59.407,1wIQ2Nm0raqOapHK4bCD3J,211067,4
0.14,0.311,2,-14.93,1,0.0417,0.929,0.426,0.109,0.0778,177.799,2ImwOBqAHn3mHyLJ4HBTbk,265960,3
0.14,0.311,2,-14.93,1,0.0417,0.929,0.426,0.109,0.0778,177.799,1nM23eQxVwhrijc3KP19SE,265960,3
0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,1Yk0cQdMLx5RzzFTYwmuld,295502,4
0.489,0.358,2,-10.413,1,0.0302,0.761,0.018,0.106,0.422,77.784,0J8A1ZVyJcRZxFNvtp6jRh,298027,4
0.771,0.659,10,-12.311,1,0.0688,0.175,0.0356,0.179,0.742,110.698,7LaCgCP7FCol0RYwMDQKwK,242573,4
